base_name,normal_file,normal_label,normal_split,other_files,other_labels,same_label
Hung_0353_p01,Hung_0353_p01.png,63B290679,val,Hung_0353_p01_01.png,63B290679,True
Hung_0355_p01,Hung_0355_p01.png,62L190121,test,Hung_0355_p01_01.png,62L190121,True
Hung_0356_p01,Hung_0356_p01.png,52P69042,train,Hung_0356_p01_01.png,52P69042,True
Hung_0356_p02,Hung_0356_p02.png,50X113355,train,Hung_0356_p02_02.png,50X113355,True
Hung_0357_p01,Hung_0357_p01.png,51F79385,train,Hung_0357_p01_01.png,51F79385,True
Hung_0357_p02,Hung_0357_p02.png,59X138099,train,Hung_0357_p02_02.png,59X138099,True
Hung_0358_p01,Hung_0358_p01.png,84B205754,train,Hung_0358_p01_01.png,84B205754,True
Hung_0358_p02,Hung_0358_p02.png,51F79385,train,Hung_0358_p02_02.png,51F79385,True
Hung_0359_p01,Hung_0359_p01.png,54X59957,train,Hung_0359_p01_01.png,54X59957,True
Hung_0359_p02,Hung_0359_p02.png,51D60974,train,Hung_0359_p02_02.png,51D60974,True
Hung_0362_p01,Hung_0362_p01.png,51C89366,train,Hung_0362_p01_01.png,51C89366,True
Hung_0365_p01,Hung_0365_p01.png,59X124375,train,Hung_0365_p01_01.png,59X124375,True
Hung_0365_p02,Hung_0365_p02.png,50C127751,train,Hung_0365_p02_02.png,50C127751,True
Hung_0368_p02,Hung_0368_p02.png,51H83514,train,Hung_0368_p02_01.png,51H83514,True
Hung_0369_p01,Hung_0369_p01.png,51H83514,train,Hung_0369_p01_01.png,51H83514,True
Hung_0369_p02,Hung_0369_p02.png,61D229793,train,Hung_0369_p02_02.png,61D229793,True
Hung_0371_p01,Hung_0371_p01.png,59X412194,train,Hung_0371_p01_01.png,59X412194,True
Hung_0373_p01,Hung_0373_p01.png,47B217466,train,Hung_0373_p01_01.png,47B217466,True
Hung_0379_p01,Hung_0379_p01.png,60F368564,train,Hung_0379_p01_01.png,60F368564,True
Hung_0381_p01,Hung_0381_p01.png,59X275167,val,Hung_0381_p01_01.png,59X275167,True
Hung_0382_p01,Hung_0382_p01.png,59K153628,train,Hung_0382_p01_01.png,59K153628,True
Hung_0382_p05,Hung_0382_p05.png,59S207411,train,Hung_0382_p05_02.png,59S207411,True
Hung_0384_p01,Hung_0384_p01.png,68F163141,test,Hung_0384_p01_01.png,68F163141,True
Hung_0386_p01,Hung_0386_p01.png,59X130196,train,Hung_0386_p01_01.png,59X130196,True
Hung_0386_p02,Hung_0386_p02.png,92B129667,train,Hung_0386_p02_02.png,92B129667,True
Hung_0386_p03,Hung_0386_p03.png,61F18290,train,Hung_0386_p03_03.png,61F18290,True
Hung_0387_p01,Hung_0387_p01.png,55X11849,train,Hung_0387_p01_01.png,55X11849,True
Hung_0387_p02,Hung_0387_p02.png,60AK06293,train,Hung_0387_p02_02.png,60AK06293,True
Hung_0388_p01,Hung_0388_p01.png,60F330957,train,Hung_0388_p01_01.png,60F330957,True
Hung_0388_p02,Hung_0388_p02.png,55X11849,train,Hung_0388_p02_02.png,55X11849,True
Hung_0388_p03,Hung_0388_p03.png,60AK06293,train,Hung_0388_p03_03.png,60AK06293,True
Hung_0389_p01,Hung_0389_p01.png,60F330957,train,Hung_0389_p01_01.png,60F330957,True
Hung_0389_p02,Hung_0389_p02.png,55X11849,train,Hung_0389_p02_02.png,55X11849,True
Hung_0389_p03,Hung_0389_p03.png,60AK06293,train,Hung_0389_p03_03.png,60AK06293,True
Hung_0391_p01,Hung_0391_p01.png,59G316643,val,Hung_0391_p01_01.png,59G311643,False
Hung_0392_p01,Hung_0392_p01.png,72H43880,train,Hung_0392_p01_01.png,72H43880,True
Hung_0393_p01,Hung_0393_p01.png,72H43880,train,Hung_0393_p01_01.png,72H43880,True
Hung_0394_p01,Hung_0394_p01.png,37X135386,val,Hung_0394_p01_01.png,37X135386,True
Hung_0395_p01,Hung_0395_p01.png,72L90279,train,Hung_0395_p01_01.png,72L90279,True
Hung_0396_p01,Hung_0396_p01.png,72L90279,train,Hung_0396_p01_01.png,72L90279,True
Hung_0398_p01,Hung_0398_p01.png,71C303262,train,Hung_0398_p01_01.png,71C303262,True
Hung_0398_p02,Hung_0398_p02.png,60H151381,train,Hung_0398_p02_02.png,60H151381,True
Hung_0399_p01,Hung_0399_p01.png,59X323158,val,Hung_0399_p01_01.png,59X323158,True
Hung_0400_p01,Hung_0400_p01.png,66M107851,train,Hung_0400_p01_01.png,66M107851,True
Hung_0401_p01,Hung_0401_p01.png,59X366905,train,Hung_0401_p01_01.png,59X366905,True
Hung_0405_p01,Hung_0405_p01.png,38D101998,test,Hung_0405_p01_01.png,38D101998,True
Hung_0407_p01,Hung_0407_p01.png,59X332614,val,Hung_0407_p01_01.png,59X332614,True
Hung_0408_p01,Hung_0408_p01.png,84D113157,train,Hung_0408_p01_01.png,84D113157,True
Hung_0408_p02,Hung_0408_p02.png,58X352616,train,Hung_0408_p02_02.png,58X352616,True
Hung_0410_p01,Hung_0410_p01.png,59X129989,train,Hung_0410_p01_01.png,59X129989,True
Hung_0411_p01,Hung_0411_p01.png,53S80793,train,Hung_0411_p01_01.png,53S80793,True
Hung_0412_p01,Hung_0412_p01.png,60H151044,train,Hung_0412_p01_01.png,60H151044,True
Hung_0412_p02,Hung_0412_p02.png,77X28072,train,Hung_0412_p02_02.png,77X28072,True
Hung_0413_p01,Hung_0413_p01.png,81B321596,train,Hung_0413_p01_01.png,81B321596,True
Hung_0415_p01,Hung_0415_p01.png,60F314685,val,Hung_0415_p01_01.png,60F314685,True
Hung_0416_p01,Hung_0416_p01.png,66V184842,train,Hung_0416_p01_01.png,66V184842,True
Hung_0418_p01,Hung_0418_p01.png,59X401895,train,Hung_0418_p01_01.png,59X401895,True
Hung_0418_p02,Hung_0418_p02.png,60L67462,train,Hung_0418_p02_02.png,60L67462,True
Hung_0418_p03,Hung_0418_p03.png,72F173234,train,Hung_0418_p03_03.png,72F173234,True
Hung_0421_p01,Hung_0421_p01.png,60B844807,train,Hung_0421_p01_01.png,60B844807,True
Hung_0421_p02,Hung_0421_p02.png,54R23288,train,Hung_0421_p02_02.png,54R23288,True
Hung_0424_p01,Hung_0424_p01.png,59B114107,train,Hung_0424_p01_01.png,59B114107,True
Hung_0425_p01,Hung_0425_p01.png,60AK06873,train,Hung_0425_p01_01.png,60AK06873,True
Hung_0425_p02,Hung_0425_p02.png,59B114107,train,Hung_0425_p02_02.png,59B114107,True
Hung_0426_p01,Hung_0426_p01.png,59G186550,test,Hung_0426_p01_01.png,59G186550,True
Hung_0427_p01,Hung_0427_p01.png,59G221538,train,Hung_0427_p01_01.png,59G221538,True
Hung_0429_p01,Hung_0429_p01.png,61U28604,train,Hung_0429_p01_01.png,61U28604,True
Hung_0430_p01,Hung_0430_p01.png,47B287593,train,Hung_0430_p01_01.png,47B287593,True
Hung_0430_p02,Hung_0430_p02.png,61U28604,train,Hung_0430_p02_02.png,61U28604,True
Hung_0431_p01,Hung_0431_p01.png,76D125522,test,Hung_0431_p01_01.png,76D125522,True
Hung_0433_p01,Hung_0433_p01.png,59X152040,val,Hung_0433_p01_01.png,59X152040,True
Hung_0434_p01,Hung_0434_p01.png,79N296995,train,Hung_0434_p01_01.png,79N296995,True
Hung_0434_p02,Hung_0434_p02.png,51K31087,train,Hung_0434_p02_02.png,51K31087,True
Hung_0436_p02,Hung_0436_p02.png,59Z227222,train,Hung_0436_p02_02.png,59Z227222,True
Hung_0436_p03,Hung_0436_p03.png,79NZ96995,train,Hung_0436_p03_03.png,79NZ96995,True
Hung_0438_p01,Hung_0438_p01.png,51A38907,train,Hung_0438_p01_01.png,51A38907,True
Hung_0438_p02,Hung_0438_p02.png,79NZ96995,train,Hung_0438_p02_02.png,79NZ96995,True
Hung_0438_p03,Hung_0438_p03.png,59Z227222,train,Hung_0438_p03_03.png,59Z227222,True
Hung_0439_p01,Hung_0439_p01.png,51A38907,train,Hung_0439_p01_01.png,51A38907,True
Hung_0439_p02,Hung_0439_p02.png,79K216965,train,Hung_0439_p02_02.png,79K216965,True
Hung_0440_p01,Hung_0440_p01.png,51A38907,train,Hung_0440_p01_01.png,51A38907,True
Hung_0440_p02,Hung_0440_p02.png,79K216965,train,Hung_0440_p02_02.png,79K216965,True
Hung_0440_p03,Hung_0440_p03.png,59Z227222,train,Hung_0440_p03_03.png,59Z227222,True
Hung_0441_p02,Hung_0441_p02.png,51H68800,train,Hung_0441_p02_02.png,51H68800,True
Hung_0442_p01,Hung_0442_p01.png,51H68800,train,Hung_0442_p01_01.png,51H68800,True
Hung_0443_p01,Hung_0443_p01.png,59Z227222,train,Hung_0443_p01_01.png,59Z227222,True
Hung_0444_p01,Hung_0444_p01.png,78C121771,val,Hung_0444_p01_01.png,78C121771,True
Tgmt_0001_p01,Tgmt_0001_p01.png,29C65227,train,Tgmt_0001_p01_01.png,29C65227,True
Tgmt_0002_p01,Tgmt_0002_p01.png,89A07379,train,Tgmt_0002_p01_01.png,89A07379,True
Tgmt_0005_p01,Tgmt_0005_p01.png,30F88013,train,Tgmt_0005_p01_01.png,30F88013,True
Tgmt_0006_p01,Tgmt_0006_p01.png,98A17339,train,Tgmt_0006_p01_01.png,98A17339,True
Tgmt_0008_p01,Tgmt_0008_p01.png,51F86947,val,Tgmt_0008_p01_01.png,51F86947,True
Tgmt_0009_p01,Tgmt_0009_p01.png,56P6961,test,Tgmt_0009_p01_01.png,56P6961,True
Tgmt_0010_p01,Tgmt_0010_p01.png,62A02636,train,Tgmt_0010_p01_01.png,62A02636,True
Tgmt_0011_p01,Tgmt_0011_p01.png,51A00530,test,Tgmt_0011_p01_01.png,51A00530,True
Tgmt_0012_p01,Tgmt_0012_p01.png,53S8195,test,Tgmt_0012_p01_01.png,53S8195,True
Tgmt_0013_p01,Tgmt_0013_p01.png,30G40304,train,Tgmt_0013_p01_01.png,30G40304,True
Tgmt_0014_p01,Tgmt_0014_p01.png,29H17054,val,Tgmt_0014_p01_01.png,29H17054,True
Tgmt_0015_p01,Tgmt_0015_p01.png,30F25697,train,Tgmt_0015_p01_01.png,30F25697,True
Tgmt_0018_p01,Tgmt_0018_p01.png,29A33928,train,Tgmt_0018_p01_01.png,29A33928,True
Tgmt_0019_p01,Tgmt_0019_p01.png,30G40304,train,Tgmt_0019_p01_01.png,30G40304,True
Tgmt_0020_p01,Tgmt_0020_p01.png,30E43502,train,Tgmt_0020_p01_01.png,30E43502,True
Tgmt_0022_p01,Tgmt_0022_p01.png,29A46294,train,Tgmt_0022_p01_01.png,29A46294,True
Tgmt_0023_p01,Tgmt_0023_p01.png,29A46294,train,Tgmt_0023_p01_01.png,29A46294,True
Tgmt_0024_p01,Tgmt_0024_p01.png,30F46564,test,Tgmt_0024_p01_01.png,30F46564,True
Tgmt_0025_p01,Tgmt_0025_p01.png,30E43502,train,Tgmt_0025_p01_01.png,30E43502,True
Tgmt_0026_p01,Tgmt_0026_p01.png,30G58236,train,Tgmt_0026_p01_01.png,30G58236,True
Tgmt_0027_p01,Tgmt_0027_p01.png,29A60225,train,Tgmt_0027_p01_01.png,29A60225,True
Tgmt_0028_p01,Tgmt_0028_p01.png,30A68251,train,Tgmt_0028_p01_01.png,30A68251,True
Tgmt_0030_p01,Tgmt_0030_p01.png,30F71165,val,Tgmt_0030_p01_01.png,30F71165,True
Tgmt_0031_p01,Tgmt_0031_p01.png,30F71554,val,Tgmt_0031_p01_01.png,30F71554,True
Tgmt_0032_p01,Tgmt_0032_p01.png,30F86034,train,Tgmt_0032_p01_01.png,30F86034,True
Tgmt_0033_p01,Tgmt_0033_p01.png,30F86034,train,Tgmt_0033_p01_01.png,30F86034,True
Tgmt_0034_p01,Tgmt_0034_p01.png,30G37213,train,Tgmt_0034_p01_01.png,30G37213,True
Tgmt_0035_p01,Tgmt_0035_p01.png,30F97025,val,Tgmt_0035_p01_01.png,30F97025,True
Tgmt_0036_p01,Tgmt_0036_p01.png,29A02343,train,Tgmt_0036_p01_01.png,29A02343,True
Tgmt_0038_p01,Tgmt_0038_p01.png,30G46885,train,Tgmt_0038_p01_01.png,30G46885,True
Tgmt_0039_p01,Tgmt_0039_p01.png,30F32643,train,Tgmt_0039_p01_01.png,30F32643,True
Tgmt_0040_p01,Tgmt_0040_p01.png,30F44101,train,Tgmt_0040_p01_01.png,30F44101,True
Tgmt_0042_p01,Tgmt_0042_p01.png,29A77998,val,Tgmt_0042_p01_01.png,29A77998,True
Tgmt_0043_p01,Tgmt_0043_p01.png,30G03916,train,Tgmt_0043_p01_01.png,30G03916,True
Tgmt_0045_p01,Tgmt_0045_p01.png,98A13467,train,Tgmt_0045_p01_01.png,98A13467,True
Tgmt_0047_p01,Tgmt_0047_p01.png,30A58373,train,Tgmt_0047_p01_01.png,30A58373,True
Tgmt_0048_p01,Tgmt_0048_p01.png,56S0009,train,Tgmt_0048_p01_01.png,56S0009,True
Tgmt_0049_p01,Tgmt_0049_p01.png,30A26144,train,Tgmt_0049_p01_01.png,30A26144,True
Tgmt_0051_p01,Tgmt_0051_p01.png,89A15961,train,Tgmt_0051_p01_01.png,89A15961,True
Tgmt_0052_p01,Tgmt_0052_p01.png,30G31553,train,Tgmt_0052_p01_01.png,30G31553,True
Tgmt_0056_p01,Tgmt_0056_p01.png,56S0009,train,Tgmt_0056_p01_01.png,56S0009,True
Tgmt_0057_p01,Tgmt_0057_p01.png,56S0009,train,Tgmt_0057_p01_01.png,56S0009,True
Tgmt_0058_p01,Tgmt_0058_p01.png,56S0009,train,Tgmt_0058_p01_01.png,56S0009,True
Tgmt_0059_p01,Tgmt_0059_p01.png,56S0009,train,Tgmt_0059_p01_01.png,56S0009,True
Tgmt_0060_p01,Tgmt_0060_p01.png,30A04180,train,Tgmt_0060_p01_01.png,30A04180,True
Tgmt_0061_p01,Tgmt_0061_p01.png,30A04180,train,Tgmt_0061_p01_01.png,30A04180,True
Tgmt_0062_p01,Tgmt_0062_p01.png,30A04180,train,Tgmt_0062_p01_01.png,30A04180,True
Tgmt_0065_p01,Tgmt_0065_p01.png,30A05684,val,Tgmt_0065_p01_01.png,30A05684,True
Tgmt_0067_p01,Tgmt_0067_p01.png,29D05685,train,Tgmt_0067_p01_01.png,29D05685,True
Tgmt_0068_p01,Tgmt_0068_p01.png,29D05685,train,Tgmt_0068_p01_01.png,29D05685,True
Tgmt_0071_p01,Tgmt_0071_p01.png,89A06932,train,Tgmt_0071_p01_01.png,89A06932,True
Tgmt_0072_p01,Tgmt_0072_p01.png,90A07718,train,Tgmt_0072_p01_01.png,90A07718,True
Tgmt_0073_p01,Tgmt_0073_p01.png,18A07826,train,Tgmt_0073_p01_01.png,18A07826,True
Tgmt_0074_p01,Tgmt_0074_p01.png,18A07826,train,Tgmt_0074_p01_01.png,18A07826,True
Tgmt_0075_p01,Tgmt_0075_p01.png,29D7881,train,Tgmt_0075_p01_01.png,29D7881,True
Tgmt_0077_p01,Tgmt_0077_p01.png,30F08931,test,Tgmt_0077_p01_01.png,30F08931,True
Tgmt_0078_p01,Tgmt_0078_p01.png,90A09054,test,Tgmt_0078_p01_01.png,90A09054,True
Tgmt_0079_p01,Tgmt_0079_p01.png,14A09290,train,Tgmt_0079_p01_01.png,14A09290,True
Tgmt_0080_p01,Tgmt_0080_p01.png,29D09566,train,Tgmt_0080_p01_01.png,29D09566,True
Tgmt_0081_p01,Tgmt_0081_p01.png,29D09566,train,Tgmt_0081_p01_01.png,29D09566,True
Tgmt_0082_p01,Tgmt_0082_p01.png,29D09566,train,Tgmt_0082_p01_01.png,29D09566,True
Tgmt_0083_p01,Tgmt_0083_p01.png,99A12497,test,Tgmt_0083_p01_01.png,99A12497,True
Tgmt_0086_p01,Tgmt_0086_p01.png,89C13497,train,Tgmt_0086_p01_01.png,89C13497,True
Tgmt_0087_p01,Tgmt_0087_p01.png,89C13497,train,Tgmt_0087_p01_01.png,89C13497,True
Tgmt_0089_p01,Tgmt_0089_p01.png,88A14436,val,Tgmt_0089_p01_01.png,88A14436,True
Tgmt_0091_p01,Tgmt_0091_p01.png,89C15637,test,Tgmt_0091_p01_01.png,89C15637,True
Tgmt_0093_p01,Tgmt_0093_p01.png,89A15961,train,Tgmt_0093_p01_01.png,89A15961,True
Tgmt_0095_p01,Tgmt_0095_p01.png,30G15970,test,Tgmt_0095_p01_01.png,30G15970,True
Tgmt_0096_p01,Tgmt_0096_p01.png,30A18036,test,Tgmt_0096_p01_01.png,30A18036,True
Tgmt_0097_p01,Tgmt_0097_p01.png,30F18976,train,Tgmt_0097_p01_01.png,30F18976,True
Tgmt_0098_p01,Tgmt_0098_p01.png,30G19663,train,Tgmt_0098_p01_01.png,30G19663,True
Tgmt_0101_p01,Tgmt_0101_p01.png,30F20449,test,Tgmt_0101_p01_01.png,30F20449,True
Tgmt_0102_p01,Tgmt_0102_p01.png,34A20477,train,Tgmt_0102_p01_01.png,34A20477,True
Tgmt_0103_p01,Tgmt_0103_p01.png,30E14499,val,Tgmt_0103_p01_01.png,30E14499,True
Tgmt_0105_p01,Tgmt_0105_p01.png,89A21740,val,Tgmt_0105_p01_01.png,89A21740,True
Tgmt_0107_p01,Tgmt_0107_p01.png,30A23451,val,Tgmt_0107_p01_01.png,30A23451,True
Tgmt_0108_p01,Tgmt_0108_p01.png,29A25808,train,Tgmt_0108_p01_01.png,29A25808,True
Tgmt_0109_p01,Tgmt_0109_p01.png,29A25885,train,Tgmt_0109_p01_01.png,29A25885,True
Tgmt_0110_p01,Tgmt_0110_p01.png,30A26144,train,Tgmt_0110_p01_01.png,30A26144,True
Tgmt_0111_p01,Tgmt_0111_p01.png,30A26144,train,Tgmt_0111_p01_01.png,30A26144,True
Tgmt_0112_p01,Tgmt_0112_p01.png,30A26144,train,Tgmt_0112_p01_01.png,30A26144,True
Tgmt_0113_p01,Tgmt_0113_p01.png,30A26583,train,Tgmt_0113_p01_01.png,30A26583,True
Tgmt_0114_p01,Tgmt_0114_p01.png,30E28131,val,Tgmt_0114_p01_01.png,30E28131,True
Tgmt_0115_p01,Tgmt_0115_p01.png,19A29736,test,Tgmt_0115_p01_01.png,19A29736,True
Tgmt_0116_p01,Tgmt_0116_p01.png,30G29750,train,Tgmt_0116_p01_01.png,30G29750,True
Tgmt_0117_p01,Tgmt_0117_p01.png,98A29814,train,Tgmt_0117_p01_01.png,98A29814,True
Tgmt_0119_p01,Tgmt_0119_p01.png,29C80581,train,Tgmt_0119_p01_01.png,29C80581,True
Tgmt_0120_p01,Tgmt_0120_p01.png,29D09566,train,Tgmt_0120_p01_01.png,29D09566,True
Tgmt_0121_p01,Tgmt_0121_p01.png,30E32586,val,Tgmt_0121_p01_01.png,30E32586,True
Tgmt_0125_p01,Tgmt_0125_p01.png,30F32643,train,Tgmt_0125_p01_01.png,30F32643,True
Tgmt_0126_p01,Tgmt_0126_p01.png,30F32659,train,Tgmt_0126_p01_01.png,30F32659,True
Tgmt_0127_p01,Tgmt_0127_p01.png,30F32659,train,Tgmt_0127_p01_01.png,30F32659,True
Tgmt_0128_p01,Tgmt_0128_p01.png,30F32665,val,Tgmt_0128_p01_01.png,30F32665,True
Tgmt_0129_p01,Tgmt_0129_p01.png,19A32726,train,Tgmt_0129_p01_01.png,19A32726,True
Tgmt_0130_p01,Tgmt_0130_p01.png,19A32726,train,Tgmt_0130_p01_01.png,19A32726,True
Tgmt_0131_p01,Tgmt_0131_p01.png,98A32802,train,Tgmt_0131_p01_01.png,98A32802,True
Tgmt_0133_p01,Tgmt_0133_p01.png,99A33254,train,Tgmt_0133_p01_01.png,99A33254,True
Tgmt_0134_p01,Tgmt_0134_p01.png,99A33254,train,Tgmt_0134_p01_01.png,99A33254,True
Tgmt_0135_p01,Tgmt_0135_p01.png,30G31553,train,Tgmt_0135_p01_01.png,30G31553,True
Tgmt_0136_p01,Tgmt_0136_p01.png,88A33744,train,Tgmt_0136_p01_01.png,88A33744,True
Tgmt_0140_p01,Tgmt_0140_p01.png,30A37519,val,Tgmt_0140_p01_01.png,30A37519,True
Tgmt_0141_p01,Tgmt_0141_p01.png,30G37986,train,Tgmt_0141_p01_01.png,30G37986,True
Tgmt_0142_p01,Tgmt_0142_p01.png,30G41171,train,Tgmt_0142_p01_01.png,30G41171,True
Tgmt_0144_p01,Tgmt_0144_p01.png,30G43755,val,Tgmt_0144_p01_01.png,30G43755,True
Tgmt_0148_p01,Tgmt_0148_p01.png,30F44101,train,Tgmt_0148_p01_01.png,30F44101,True
Tgmt_0149_p01,Tgmt_0149_p01.png,30E45676,val,Tgmt_0149_p01_01.png,30E45676,True
Tgmt_0150_p01,Tgmt_0150_p01.png,30F45865,val,Tgmt_0150_p01_01.png,30F45865,True
Tgmt_0151_p01,Tgmt_0151_p01.png,29A46511,train,Tgmt_0151_p01_01.png,29A46511,True
Tgmt_0152_p01,Tgmt_0152_p01.png,29A46511,train,Tgmt_0152_p01_01.png,29A46511,True
Tgmt_0153_p01,Tgmt_0153_p01.png,29A46511,train,Tgmt_0153_p01_01.png,29A46511,True
Tgmt_0154_p01,Tgmt_0154_p01.png,30G46885,train,Tgmt_0154_p01_01.png,30G46885,True
Tgmt_0157_p01,Tgmt_0157_p01.png,30F50483,test,Tgmt_0157_p01_01.png,30F50483,True
Tgmt_0158_p01,Tgmt_0158_p01.png,30F5204,train,Tgmt_0158_p01_01.png,30F5204,True
Tgmt_0159_p01,Tgmt_0159_p01.png,30F5204,train,Tgmt_0159_p01_01.png,30F5204,True
Tgmt_0160_p01,Tgmt_0160_p01.png,30F5204,train,Tgmt_0160_p01_01.png,30F5204,True
Tgmt_0161_p01,Tgmt_0161_p01.png,30F5204,train,Tgmt_0161_p01_01.png,30F5204,True
Tgmt_0162_p01,Tgmt_0162_p01.png,30F5204,train,Tgmt_0162_p01_01.png,30F5204,True
Tgmt_0163_p01,Tgmt_0163_p01.png,30F5204,train,Tgmt_0163_p01_01.png,30F5204,True
Tgmt_0167_p01,Tgmt_0167_p01.png,30E52374,train,Tgmt_0167_p01_01.png,30E52374,True
Tgmt_0168_p01,Tgmt_0168_p01.png,51G5291,test,Tgmt_0168_p01_01.png,51G5291,True
Tgmt_0170_p01,Tgmt_0170_p01.png,51G52911,val,Tgmt_0170_p01_01.png,51G52911,True
Tgmt_0172_p01,Tgmt_0172_p01.png,30A54827,train,Tgmt_0172_p01_01.png,30A54827,True
Tgmt_0173_p01,Tgmt_0173_p01.png,29A56048,train,Tgmt_0173_p01_01.png,29A56048,True
Tgmt_0174_p01,Tgmt_0174_p01.png,30G56801,test,Tgmt_0174_p01_01.png,30G56801,True
Tgmt_0176_p01,Tgmt_0176_p01.png,30A58373,train,Tgmt_0176_p01_01.png,30A58373,True
Tgmt_0177_p01,Tgmt_0177_p01.png,30A59464,test,Tgmt_0177_p01_01.png,30A59464,True
Tgmt_0178_p01,Tgmt_0178_p01.png,30A90546,val,Tgmt_0178_p01_01.png,30A90546,True
Tgmt_0179_p01,Tgmt_0179_p01.png,29A60432,train,Tgmt_0179_p01_01.png,29A60432,True
Tgmt_0180_p01,Tgmt_0180_p01.png,29A60432,train,Tgmt_0180_p01_01.png,29A60432,True
Tgmt_0182_p01,Tgmt_0182_p01.png,30G61086,val,Tgmt_0182_p01_01.png,30G61086,True
Tgmt_0184_p01,Tgmt_0184_p01.png,30A61153,train,Tgmt_0184_p01_01.png,30A61153,True
Tgmt_0185_p01,Tgmt_0185_p01.png,30G61239,val,Tgmt_0185_p01_01.png,30G61239,True
Tgmt_0186_p01,Tgmt_0186_p01.png,30G92107,val,Tgmt_0186_p01_01.png,30G92107,True
Tgmt_0189_p01,Tgmt_0189_p01.png,30E63563,val,Tgmt_0189_p01_01.png,30E63563,True
Tgmt_0190_p01,Tgmt_0190_p01.png,29A46511,train,Tgmt_0190_p01_01.png,29A46511,True
Tgmt_0191_p01,Tgmt_0191_p01.png,29C65227,train,Tgmt_0191_p01_01.png,29C65227,True
Tgmt_0192_p01,Tgmt_0192_p01.png,30F65847,val,Tgmt_0192_p01_01.png,30F65847,True
Tgmt_0193_p01,Tgmt_0193_p01.png,30E66122,train,Tgmt_0193_p01_01.png,30E66122,True
Tgmt_0195_p01,Tgmt_0195_p01.png,30F68947,val,Tgmt_0195_p01_01.png,30F68947,True
Tgmt_0196_p01,Tgmt_0196_p01.png,30E69436,val,Tgmt_0196_p01_01.png,30E69436,True
Tgmt_0198_p01,Tgmt_0198_p01.png,30A78340,train,Tgmt_0198_p01_01.png,30A78340,True
Tgmt_0200_p01,Tgmt_0200_p01.png,30F81060,val,Tgmt_0200_p01_01.png,30F81060,True
Tgmt_0202_p01,Tgmt_0202_p01.png,30F85806,train,Tgmt_0202_p01_01.png,30F85806,True
Tgmt_0204_p01,Tgmt_0204_p01.png,30Z8657,train,Tgmt_0204_p01_01.png,30Z8657,True
Tgmt_0205_p01,Tgmt_0205_p01.png,30Z8657,train,Tgmt_0205_p01_01.png,30Z8657,True
Tgmt_0206_p01,Tgmt_0206_p01.png,30V8692,val,Tgmt_0206_p01_01.png,30V8692,True
Tgmt_0207_p01,Tgmt_0207_p01.png,30A89685,train,Tgmt_0207_p01_01.png,30A89685,True
Tgmt_0208_p01,Tgmt_0208_p01.png,89A09096,val,Tgmt_0208_p01_01.png,89A09096,True
Tgmt_0209_p01,Tgmt_0209_p01.png,89C13497,train,Tgmt_0209_p01_01.png,89C13497,True
Tgmt_0210_p01,Tgmt_0210_p01.png,30A90296,train,Tgmt_0210_p01_01.png,30A90296,True
Tgmt_0212_p01,Tgmt_0212_p01.png,30F92619,train,Tgmt_0212_p01_01.png,30F92619,True
Tgmt_0213_p01,Tgmt_0213_p01.png,30A92645,train,Tgmt_0213_p01_01.png,30A92645,True
Tgmt_0214_p01,Tgmt_0214_p01.png,30F93591,train,Tgmt_0214_p01_01.png,30F93591,True
Tgmt_0215_p01,Tgmt_0215_p01.png,30F93644,val,Tgmt_0215_p01_01.png,30F93644,True
Tgmt_0216_p01,Tgmt_0216_p01.png,30E93815,train,Tgmt_0216_p01_01.png,30E93815,True
Tgmt_0218_p01,Tgmt_0218_p01.png,30E94515,train,Tgmt_0218_p01_01.png,30E94515,True
Tgmt_0219_p01,Tgmt_0219_p01.png,30F95280,test,Tgmt_0219_p01_01.png,30F95280,True
Tgmt_0220_p01,Tgmt_0220_p01.png,29A95394,val,Tgmt_0220_p01_01.png,29A95394,True
Tgmt_0222_p01,Tgmt_0222_p01.png,29A97701,train,Tgmt_0222_p01_01.png,29A97701,True
Tgmt_0223_p01,Tgmt_0223_p01.png,29A97701,train,Tgmt_0223_p01_01.png,29A97701,True
Tgmt_0224_p01,Tgmt_0224_p01.png,29A98366,test,Tgmt_0224_p01_01.png,29A98366,True
Tgmt_0226_p01,Tgmt_0226_p01.png,29Z9986,train,Tgmt_0226_p01_01.png,29Z9986,True
Tgmt_0227_p01,Tgmt_0227_p01.png,30S0426,val,Tgmt_0227_p01_01.png,30S0426,True
Tgmt_0228_p01,Tgmt_0228_p01.png,30A26144,train,Tgmt_0228_p01_01.png,30A26144,True
Tgmt_0229_p01,Tgmt_0229_p01.png,36A01418,train,Tgmt_0229_p01_01.png,36A01418,True
Tgmt_0231_p01,Tgmt_0231_p01.png,30F03523,train,Tgmt_0231_p01_01.png,30F03523,True
Tgmt_0232_p01,Tgmt_0232_p01.png,30F03523,train,Tgmt_0232_p01_01.png,30F03523,True
Tgmt_0233_p01,Tgmt_0233_p01.png,30F49056,train,Tgmt_0233_p01_01.png,30F49056,True
Tgmt_0234_p01,Tgmt_0234_p01.png,89A07758,train,Tgmt_0234_p01_01.png,89A07758,True
Tgmt_0235_p01,Tgmt_0235_p01.png,29A04999,train,Tgmt_0235_p01_01.png,29A04999,True
Tgmt_0236_p01,Tgmt_0236_p01.png,30A34588,train,Tgmt_0236_p01_01.png,30A34588,True
